County,Precinct Short Name,Delegates to County Convention,Long Name,State Delegate Equivalents,Unplaced County,Unplaced Precinct,caucusaddress,caucuscity,caucussite,caucuszip,congressionaldistrict,countycode,entrytype,precinctname
Keokuk,SG2,2,Sigourney 2nd Ward,0.22857142857142854,Keokuk,,120 N. Jefferson,Sigourney,Court House - Jury Room,52591,3.0,54.0,AUTO,Sigourney 2
Keokuk,SG3,2,Sigourney 3rd Ward,0.22857142857142854,Keokuk,,120 N. Jefferson,Sigourney,Court House - District Court Room,52591,3.0,54.0,AUTO,Sigourney 3
Keokuk,SG4,2,Sigourney 4th Ward,0.22857142857142854,Keokuk,,120 N. Jefferson,Sigourney,Court House - Magistrate Court Room,52591,3.0,54.0,AUTO,Sigourney 4
Keokuk,SGR,3,Sigourney/Plank/Van Buren,0.3428571428571429,Keokuk,,900 S. Stone,Sigourney,Sigourney Care Center,52591,3.0,54.0,AUTO,Sigourney Plank Van Buren
Keokuk,WC,3,What Cheer/Washington,0.3428571428571429,Keokuk,,10972 - 170th Street,What Cheer,Betty DeBoef,50268,3.0,54.0,AUTO,What Cheer Washington
Keokuk,WN,1,Warren,0.11428571428571427,Keokuk,,10972 - 170th Street,What Cheer,Betty DeBoef,50268,3.0,54.0,AUTO,Warren
Kossuth,AL1,9,AL1,0.8,Kossuth,,213 South Harlan Street,Algona,O.B. Laing Middle School Auditorium,50511,4.0,55.0,AUTO,Algona 1 Cresco
Kossuth,AL2,12,AL2,1.0666666666666669,Kossuth,,213 South Harlan Street,Algona,O.B. Laing Middle School Auditorium,50511,4.0,55.0,AUTO,Algona 2
Kossuth,AL3,10,AL3,0.8888888888888891,Kossuth,,213 South Harlan Street,Algona,O.B. Laing Middle School Auditorium,50511,4.0,55.0,AUTO,Algona 3
Kossuth,AL4,8,AL4,0.7111111111111111,Kossuth,,213 South Harlan Street,Algona,O.B. Laing Middle School Auditorium,50511,4.0,55.0,AUTO,Algona 4 Cresco
Kossuth,BF,5,BF- PT,0.4444444444444445,Kossuth,,213 South Harlan Street,Algona,O.B. Laing Middle School Auditorium,50511,4.0,55.0,AUTO,Buffalo German Wesley 5
Kossuth,BT,8,BT- FT- UN,0.7111111111111111,Kossuth,,213 South Harlan Street,Algona,O.B. Laing Middle School Auditorium,50511,4.0,55.0,AUTO,Burt
Kossuth,CR,6,CR- IV- RV,0.5333333333333333,Kossuth,,213 South Harlan Street,Algona,O.B. Laing Middle School Auditorium,50511,4.0,55.0,AUTO,Cresco
Kossuth,CR 1,1,CR 1,0.08888888888888889,Kossuth,,,,,,,,,
Kossuth,CR 2,2,CR 2,0.17777777777777778,Kossuth,,,,,,,,,
Kossuth,EG,5,EG- GT- HS- SW,0.4444444444444445,Kossuth,,213 South Harlan Street,Algona,O.B. Laing Middle School Auditorium,50511,4.0,55.0,AUTO,Eagle Grant Harrison Swea
Kossuth,GF,4,GF- WM,0.3555555555555556,Kossuth,,213 South Harlan Street,Algona,O.B. Laing Middle School Auditorium,50511,4.0,55.0,AUTO,Garfield Riverdale
Kossuth,GM,5,GM- RM,0.4444444444444445,Kossuth,,,,,,,,,
Kossuth,GW,1,GW- SN,0.08888888888888889,Kossuth,,213 South Harlan Street,Algona,O.B. Laing Middle School Auditorium,50511,4.0,55.0,AUTO,Greenwood
Kossuth,HB,4,HB- LY- LN- SF,0.3555555555555556,Kossuth,,213 South Harlan Street,Algona,O.B. Laing Middle School Auditorium,50511,4.0,55.0,AUTO,Hebron Ledyard 1 Lincoln
Kossuth,IV,1,IV- PC,0.08888888888888889,Kossuth,,213 South Harlan Street,Algona,O.B. Laing Middle School Auditorium,50511,4.0,55.0,AUTO,Irvington Prairie
Kossuth,LC,1,LC,0.08888888888888889,Kossuth,,213 South Harlan Street,Algona,O.B. Laing Middle School Auditorium,50511,4.0,55.0,AUTO,Lotts Creek
Kossuth,LV,2,LV- SM,0.17777777777777778,Kossuth,,213 South Harlan Street,Algona,O.B. Laing Middle School Auditorium,50511,4.0,55.0,AUTO,Luverne Sherman
Kossuth,PC,1,PC,0.08888888888888889,Kossuth,,213 South Harlan Street,Algona,O.B. Laing Middle School Auditorium,50511,4.0,55.0,AUTO,Plum Creek Union
Kossuth,PR,4,PR- WL,0.3555555555555556,Kossuth,,,,,,,,,
Kossuth,UN,1,UN,0.08888888888888889,Kossuth,,,,,,,,,
Lee,CH VB,6,Charleston/DSM/Van Buren,0.8400000000000001,Lee,,2001 Avenue B,Fort Madison,Fort Madison Senior High School,52627,2.0,56.0,AUTO,Charleston Van Buren Des Moines
Lee,FM1,5,Fort Madison 1,0.7000000000000001,Lee,,2001 Avenue B,Fort Madison,Fort Madison Senior High School,52627,2.0,56.0,AUTO,FM 1
Lee,FM2,9,Fort Madison 2,1.2600000000000002,Lee,,2001 Avenue B,Fort Madison,Fort Madison Senior High School,52627,2.0,56.0,AUTO,FM 2
Lee,FM3,11,Fort Madison 3,1.54,Lee,,2001 Avenue B,Fort Madison,Fort Madison Senior High School,52627,2.0,56.0,AUTO,FM 3
Lee,FM4A,11,Fort Madison 4,1.54,Lee,,2001 Avenue B,Fort Madison,Fort Madison Senior High School,52627,2.0,56.0,AUTO,FM 4A
Lee,FM4B,0,,0.0,Lee,,2001 Avenue B,Fort Madison,Fort Madison Senior High School,52627,2.0,56.0,AUTO,FM4B
Lee,FM5,12,Fort Madison 5,1.6800000000000002,Lee,,2001 Avenue B,Fort Madison,Fort Madison Senior High School,52627,2.0,56.0,AUTO,FM5/Madison Twp
Lee,FR CE,10,Franklin/Cedar/Marion/Harison,1.4,Lee,,1341 Pilot Grove Road,Pilot Grove,"Pilot Grove Savings Bank Community Room,Donnellson",52648-0005,2.0,56.0,AUTO,Franklin Cedar Marion
Lee,HR,0,,0.0,Lee,,2001 Avenue B,Fort Madison,Fort Madison Senior High School,52627,2.0,56.0,AUTO,Harrison
Lee,JF,4,Jefferson,0.56,Lee,,2001 Avenue B,Fort Madison,Fort Madison Senior High School,52627,2.0,56.0,AUTO,Jefferson
Lee,JK,7,Jackson,0.98,Lee,,2285 Middle Road,Keokuk,Keokuk Senior High School,52632,2.0,56.0,AUTO,Jackson
Lee,KE1,5,Keokuk 1,0.7000000000000001,Lee,,2285 Middle Road,Keokuk,Keokuk Senior High School,52632,2.0,56.0,AUTO,KE1
Lee,KE2A,5,Keokuk 2,0.7000000000000001,Lee,,2285 MiddleRoad,Keokuk,Keokuk Senior High School,52632,2.0,56.0,MANUAL,KE2A
Lee,KE2B,0,,0.0,Lee,,2285 Middle Road,Keokuk,Keokuk Senior High School,52632,2.0,56.0,AUTO,KE2B
Lee,KE3,6,Keokuk 3,0.8400000000000001,Lee,,2285 Middle Road,Keokuk,Keokuk Senior High School,52632,2.0,56.0,AUTO,KE3
Lee,KE4,6,Keokuk 4,0.8400000000000001,Lee,,2285 Middle Road,Keokuk,Keokuk Senior High School,52632,2.0,56.0,AUTO,KE4
Lee,KE5,8,Keokuk 5,1.12,Lee,,2285 Middle Road,Keokuk,Keokuk Senior High School,52632,2.0,56.0,AUTO,KE5
Lee,KE6,7,Keokuk 6,0.98,Lee,,2285 Middle Road,Keokuk,Keokuk Senior High School,52632,2.0,56.0,AUTO,KE6
Lee,KE7,8,Keokuk 7,1.12,Lee,,2285 Middle Road,Keokuk,Keokuk Senior High School,52632,2.0,56.0,AUTO,KE7
Lee,MO,7,Montrose,0.98,,,2285 Middle Road,Keokuk,Keokuk Senior High School,52632,2.0,56.0,AUTO,Montrose
Lee,WPPRDN,13,West Point/Pleasant Ridge/Denmark,1.8200000000000005,,,,,,,,,,
Lee,WS GB,10,Green Bay/Washington,1.4,,,,,,,,,,
Linn,CR01,5,Cedar Rapids 01,2.1976744186046506,Linn,,,,,,,,,
Linn,CR02,5,Cedar Rapids 02,2.1976744186046506,Linn,,,,,,,,,
Linn,CR03,5,Cedar Rapids 03,2.1976744186046506,Linn,,,,,,,,,
Linn,CR04,5,Cedar Rapids 04,2.1976744186046506,Linn,,,,,,,,,
Linn,CR05,6,Cedar Rapids 05,2.6372093023255814,Linn,,,,,,,,,
Linn,CR06,6,Cedar Rapids 06,2.6372093023255814,Linn,,,,,,,,,
Linn,CR07,4,Cedar Rapids 07,1.7581395348837208,Linn,,,,,,,,,
Linn,CR08,5,Cedar Rapids 08,2.1976744186046506,Linn,,,,,,,,,
Linn,CR09,5,Cedar Rapids 09,2.1976744186046506,Linn,,,,,,,,,
Linn,CR10,7,Cedar Rapids 10,3.076744186046512,Linn,,,,,,,,,
Linn,CR11,6,Cedar Rapids 11,2.6372093023255814,Linn,,,,,,,,,
Linn,CR12,8,Cedar Rapids 12,3.5162790697674415,Linn,,,,,,,,,
Linn,CR13,6,Cedar Rapids 13,2.6372093023255814,Linn,,,,,,,,,
Linn,CR14,6,Cedar Rapids 14,2.6372093023255814,Linn,,,,,,,,,
Linn,CR15,5,Cedar Rapids 15,2.1976744186046506,Linn,,,,,,,,,
Linn,CR16,6,Cedar Rapids 16,2.6372093023255814,Linn,,,,,,,,,
Linn,CR17,6,Cedar Rapids 17,2.6372093023255814,Linn,,,,,,,,,
Linn,CR18,4,Cedar Rapids 18,1.7581395348837208,Linn,,,,,,,,,
Linn,CR19,7,Cedar Rapids 19,3.076744186046512,Linn,,,,,,,,,
Linn,CR20,7,Cedar Rapids 20,3.076744186046512,Linn,,,,,,,,,
Linn,CR21,7,Cedar Rapids 21,3.076744186046512,Linn,,,,,,,,,
Linn,CR22,4,Cedar Rapids 22,1.7581395348837208,Linn,,,,,,,,,
Linn,CR23,6,Cedar Rapids 23,2.6372093023255814,Linn,,,,,,,,,
Linn,CR24,8,Cedar Rapids 24,3.5162790697674415,Linn,,,,,,,,,
Linn,CR25,9,Cedar Rapids 25,3.955813953488372,Linn,,,,,,,,,
Linn,CR26,9,Cedar Rapids 26,3.955813953488372,Linn,,,,,,,,,
Linn,CR27,5,Cedar Rapids 27,2.1976744186046506,Linn,,,,,,,,,
Linn,CR28,7,Cedar Rapids 28,3.076744186046512,Linn,,,,,,,,,
Linn,CR29,6,Cedar Rapids 29,2.6372093023255814,Linn,,,,,,,,,
Linn,CR30,7,Cedar Rapids 30,3.076744186046512,Linn,,,,,,,,,
Linn,CR31,8,Cedar Rapids 31,3.5162790697674415,Linn,,,,,,,,,
Linn,CR32,6,Cedar Rapids 32,2.6372093023255814,Linn,,,,,,,,,
Linn,CR33,6,Cedar Rapids 33,2.6372093023255814,Linn,,,,,,,,,
Linn,CR34,6,Cedar Rapids 34,2.6372093023255814,Linn,,,,,,,,,
Linn,CR35,6,Cedar Rapids 35,2.6372093023255814,Linn,,,,,,,,,
Linn,CR36,8,Cedar Rapids 36,3.5162790697674415,Linn,,,,,,,,,
Linn,CR37,7,Cedar Rapids 37,3.076744186046512,Linn,,,,,,,,,
Linn,CR38,5,Cedar Rapids 38,2.1976744186046506,Linn,,,,,,,,,
Linn,CR39,8,Cedar Rapids 39,3.5162790697674415,Linn,,,,,,,,,
Linn,CR40,5,Cedar Rapids 40,2.1976744186046506,Linn,,,,,,,,,
Linn,CR41,7,Cedar Rapids 41,3.076744186046512,Linn,,,,,,,,,
Linn,CR42,5,Cedar Rapids 42,2.1976744186046506,Linn,,,,,,,,,
Linn,CR43,4,Cedar Rapids 43,1.7581395348837208,Linn,,,,,,,,,
Linn,CR44,3,Cedar Rapids 44,1.318604651162791,Linn,,,,,,,,,
Linn,FAI,5,Fairfax City,2.1976744186046506,Linn,,,,,,,,,
Linn,HIA01,6,Hiawatha 1,2.6372093023255814,Linn,,,,,,,,,
Linn,HIA02,4,Hiawatha 2,1.7581395348837208,Linn,,,,,,,,,
Linn,HIA03,2,Hiawatha 3,0.8790697674418605,Linn,,,,,,,,,
Linn,HIA04,1,Hiawatha4,0.4395348837209303,Linn,,,,,,,,,
Linn,MR01,5,Marion 01,2.1976744186046506,Linn,,,,,,,,,
Linn,MR02,3,Marion 02,1.318604651162791,Linn,,,,,,,,,
Linn,MR03,5,Marion 03,2.1976744186046506,Linn,,,,,,,,,
Linn,MR04,4,Marion 04,1.7581395348837208,Linn,,,,,,,,,
Linn,MR05,8,Marion 05,3.5162790697674415,Linn,,,,,,,,,
Linn,MR06,7,Marion 06,3.076744186046512,Linn,,,,,,,,,
Linn,MR07,6,Marion 07,2.6372093023255814,Linn,,,,,,,,,
Linn,MR08,6,Marion 08,2.6372093023255814,Linn,,,,,,,,,
Linn,MR09,5,Marion 09,2.1976744186046506,Linn,,,,,,,,,
Linn,MR10,5,Marion 10,2.1976744186046506,Linn,,,,,,,,,
Linn,MR11,6,Marion 11,2.6372093023255814,Linn,,,,,,,,,
Linn,MR12,3,Marion 12,1.318604651162791,Linn,,,,,,,,,
Linn,MR13,6,Marion 13,2.6372093023255814,Linn,,,,,,,,,
Linn,MR14,4,Marion 14,1.7581395348837208,Linn,,,,,,,,,
Linn,MVN,4,Mount Vernon north,1.7581395348837208,Linn,,213 1stStreet,W Mt. Vernon,MTV Council Chambers,52314,2.0,57.0,MANUAL,Mt Vernon North
Linn,MVS,7,Mount Vernon South,3.076744186046512,Linn,,213 1stStreet,W Mt. Vernon,MTV Council Chambers,52314,2.0,57.0,MANUAL,Mt Vernon South
Linn,ROB,6,Robins,2.6372093023255814,Linn,,,,,,,,,
Linn,TBER,7,Bertram,3.076744186046512,Linn,,,,,,,,,
Linn,TBOU,1,Boulder,0.4395348837209303,Linn,,,,,,,,,
Linn,TBRO,3,Brown,1.318604651162791,Linn,,,,,,,,,
Linn,TBUF,1,Buffalo,0.4395348837209303,Linn,,,,,,,,,
Linn,TCLI,2,Clinton,0.8790697674418605,Linn,,,,,,,,,
Linn,TCOL,1,College,0.4395348837209303,Linn,,,,,,,,,
Linn,TFAI,3,Fairfax Township,1.318604651162791,Linn,,,,,,,,,
Linn,TFAY,2,Fayette,0.8790697674418605,Linn,,,,,,,,,
Linn,TFRA,6,Franklin,2.6372093023255814,Linn,,,,,,,,,
Linn,TGRA,2,Grant,0.8790697674418605,Linn,,,,,,,,,
Linn,TJAC,2,Jackson,0.8790697674418605,Linn,,,,,,,,,
Linn,TLIN,1,Linn,0.4395348837209303,Linn,,,,,,,,,
Linn,TMAI,3,Maine,1.318604651162791,Linn,,,,,,,,,
Linn,TMAR,2,Marion township,0.8790697674418605,Linn,,,,,,,,,
Linn,TMON1,3,Monroe 1,1.318604651162791,Linn,,,,,,,,,
Linn,TMON2,3,Monroe 2,1.318604651162791,Linn,,,,,,,,,
Linn,TOTT,2,Otter Creek,0.8790697674418605,Linn,,,,,,,,,
Linn,TPUT,5,Putnam,2.1976744186046506,Linn,,,,,,,,,
Linn,TSPR,1,Spring Grove,0.4395348837209303,Linn,,,,,,,,,
Linn,TWAS,6,Washington,2.6372093023255814,Linn,,,,,,,,,
Louisa,CJ,9,Columbus Junction,0.9,Louisa,,99 2ndSt.,Columbus Junction,American Legion,52738,2.0,58.0,MANUAL,Columbus Jct City
Louisa,GV,9,Grandview-Port Louisa,0.9,Louisa,,14354 170th St.,Letts,Louisa and Muscatine High School,52754,2.0,58.0,AUTO,Grandview North Port
Louisa,MS,6,Morning Sun - Marshall,0.6000000000000001,Louisa,,Division,Morning Sun,American Legion Hall,52640,2.0,58.0,AUTO,Morningsun Marshall
Louisa,SEL,15,Southeast Louisa,1.5,Louisa,,,,,,,,,
Louisa,WL,11,West Louisa,1.1,Louisa,,Market & Columbus Streets,Columbus City,Columbus City Masonic Lodge,52737,2.0,58.0,AUTO,West Louisa Lodge
Lucas,C1,14,Chariton Precinct 1,1.018181818181818,Lucas,,Oseceola Ave.,Chariton,Hy-Vee Administrative Building,50049,3.0,59.0,AUTO,Chariton Ward #1
Lucas,C2,13,Chariton Precinct 2,0.9454545454545454,Lucas,,1801 Osceola Ave,Chariton,Hy-Vee Administrative Building,50049,3.0,59.0,AUTO,Chariton Ward #2
Lucas,EX,4,Lucas-Extension Office Precinct,0.2909090909090909,Lucas,,1801 Osceola Ave,Chariton,Hy-Vee Administrative Building,50049,3.0,59.0,AUTO,Extension Precinct
Lucas,LC,6,Lucas,0.4363636363636363,Lucas,,1801 Osceola Ave,Chariton,Hy-Vee Administrative Building,50049,3.0,59.0,AUTO,Lucas Precinct
Lucas,POM,5,Pine Oak Marsh,0.3636363636363637,Lucas,,,,,,,,,
Lucas,RS,6,City of Russell- Cedar and Washington Townships,0.4363636363636363,Lucas,,1801 Osceola Ave,Chariton,Hy-Vee Administrative Building,50049,3.0,59.0,AUTO,Russell Precinct
Lucas,WM,7,Williamson,0.509090909090909,Lucas,,1801 Osceola Ave,Chariton,Hy-Vee Administrative Building,50049,3.0,59.0,AUTO,Williamson Precinct
Lyon,P1,5,PCT 1 GEORGE,0.5,Lyon,,117 South Main Street,George,George Community Center-South Side,51232,5.0,60.0,AUTO,Pct 1 George
Lyon,P2,2,PCT 2 DOON,0.2,Lyon,,207 Barton Avenue,Doon,Doon Community Center-South Door,51235,5.0,60.0,AUTO,Pct 2 Doon
Lyon,P3,3,PCT 3 INWOOD,0.30000000000000004,Lyon,,103 South Main Street,Inwood,Inwood Community Center,51240,5.0,60.0,AUTO,Pct 3 Inwood
Lyon,P4,7,PCT 4 LARCHWOOD,0.7000000000000001,Lyon,,909 Broadway,Larchwood,Larchwood Community Center,51241,5.0,60.0,AUTO,Pct 4 Larchwood
Lyon,P5,2,PCT 5 LESTER,0.2,Lyon,,2124 IA Hwy 9,Larchwood,Aunt Rebas Bed & Breakfast,51241,5.0,60.0,AUTO,Pct 5 Lester
Lyon,P6,1,PCT 6 LITTLE ROCK,0.1,Lyon,,140 1st Avenue,Little Rock,Little Rock Community School Library,51243,5.0,60.0,AUTO,Pct 6 Little Rock
Lyon,P7,4,PCT 7 ROCK RAPIDS,0.4,Lyon,,404-1st Avenue,Rock Rapids,Forster Community Center-East Entrance,51246,5.0,60.0,AUTO,Pct 7 Rock Rapids
Lyon,P8,6,PCT 8 ROCK RAPIDS,0.6000000000000001,Lyon,,404-1st Avenue,Rock Rapids,Forster Community Center-East Entrance,51246,5.0,60.0,AUTO,Pct 8 Rock Rapids
Madison,GMW,3,Grand River-Monroe-Webster,0.36,Madison,,,,,,,,,
Madison,JDL,6,Jackson-Douglas-Lincoln,0.72,Madison,,,,,,,,,
Madison,JL,7,Jefferson-Lee,0.84,Madison,,624 W Husky Dr,Winterset,Winterset High School,50273,4.0,61.0,AUTO,Precinct Jl (Jefferson Lee)
Madison,PM,10,Penn-Madison,1.2,Madison,,624 W Husky Dr,Winterset,Winterset High School,50273,4.0,61.0,AUTO,Precinct Pm (Penn Madison)
Madison,S,7,South,0.84,Madison,,,,,,,,,
Madison,UCS,11,Union-Crawford-Scott,1.3199999999999998,Madison,,,,,,,,,
Madison,WO,5,Walnut-Ohio,0.6,Madison,,624 W Husky Dr,Winterset,Winterset High School,50273,4.0,61.0,AUTO,Precinct Wo  (Walnut-Ohio)
Madison,WT1,13,Winterset 1,1.56,Madison,,624 W Husky Dr,Winterset,Winterset High School,50273,4.0,61.0,AUTO,Precinct Wt1 (Winterset I North)
Madison,WT2,13,Winterset 2,1.56,Madison,,624 W Husky Dr,Winterset,Winterset High School,50273,4.0,61.0,AUTO,Precinct Wt2 (Winterset II South)
Mahaska,AD,2,ADAMS - MONROE - PLEASANT GROVE - UNION,0.32,Mahaska,,1405 Parkin Ave.,Union Mills,Union Mills Church,50207,3.0,62.0,AUTO,Adams -  Monroe - Pleasant Grove - Union
Mahaska,BO,2,BLACK OAK SCOTT,0.32,Mahaska,,411 Otley St.,Leighton,Leighton Christian ReformedChurch,50143,3.0,62.0,MANUAL,Black Oak Scott
Mahaska,CE,4,CEDAR - HARRISON - WHITE OAK,0.64,Mahaska,,107 East Main Street,Fremont,Fremont Community Center,52561,3.0,62.0,AUTO,Cedar - White Oak
Mahaska,ED,2,E&amp;W DES MOINES - JEFFERSON,0.32,Mahaska,,101 Lakonta Oak St.,Edyville,Traux County Shop,52553,3.0,62.0,AUTO,E & W Des Moines-Harrison-Jefferson
Mahaska,GF,3,GARFIELD-LINCOLN-MADISON,0.48,Mahaska,,2074 Old Hwy. 163,Oskaloosa,Mahaska County Shop,52577,3.0,62.0,AUTO,Garfield-Lincoln-Madison
Mahaska,OS1,6,OSKALOOSA WARD 1,0.96,Mahaska,,212 North I Street,Oskaloosa,Mahaska County Extension Building,52577,3.0,62.0,AUTO,Oskaloosa Ward 1
Mahaska,OS2,7,OSKALOOSA WARD 2,1.12,Mahaska,,A Ave. West & North I Street,Oskaloosa,Fellowship Bible Church Activity Building,52577,3.0,62.0,AUTO,Oskaloosa Ward 2
Mahaska,OS3,9,OSKALOOSA WARD 3 - UNIVERSITY PARK,1.44,Mahaska,,South 7th St.,Oskaloosa,Webster School 3rd grade classroom,52577,3.0,62.0,AUTO,Oskaloosa Ward 3
Mahaska,OS4,8,OSKALOOSA WARD 4,1.28,Mahaska,,1704 North 3rd Street,Oskaloosa,Oskaloosa Middle SchoolCommons,52577,3.0,62.0,MANUAL,Oskaloosa Ward 4
Mahaska,PR,4,PRAIRIE - RICHLAND,0.64,Mahaska,,201 East Market,New Sharon,New Sharon Fire Station,50207,3.0,62.0,AUTO,Prairie - Richland
Mahaska,SP,3,SPRING CREEK,0.48,Mahaska,,1315 A Ave. East,Oskaloosa,Americas Best ValueInn,52577,3.0,62.0,MANUAL,Spring Creek - University Park
Marion,CL,2,Clay,0.36,Marion,,1005 N.Lincoln,Knoxville,Celebrate Church,50138,3.0,63.0,MANUAL,Clay Township
Marion,DA,6,Dallas,1.08,Marion,,1005 N.Lincoln,Knoxville,Celebrate Church,50138,3.0,63.0,MANUAL,Dallas
Marion,IN,2,Indiana Township,0.36,Marion,,1005 N.Lincoln,Knoxville,Celebrate Church,50138,3.0,63.0,MANUAL,Indiana
Marion,KX1,6,Knoxville 1,1.08,Marion,,1005 N.Lincoln,Knoxville,Celebrate Church,50138,3.0,63.0,MANUAL,Knoxville City Ward 1
Marion,KX2,6,Knoxville 2,1.08,Marion,,1005 N.Lincoln,Knoxville,Celebrate Church,50138,3.0,63.0,MANUAL,Knoxville City Ward 2
Marion,KX3,9,Knoxville 3,1.62,Marion,,1005 N.Lincoln,Knoxville,Celebrate Church,50138,3.0,63.0,MANUAL,Knoxville City Ward 3
Marion,KX4,5,Knoxville 4,0.8999999999999999,Marion,,1005 N.Lincoln,Knoxville,Celebrate Church,50138,3.0,63.0,MANUAL,Knoxville City Ward 4
Marion,KXT,9,Knoxville Township,1.62,Marion,,1005 N.Lincoln,Knoxville,Celebrate Church,50138,3.0,63.0,MANUAL,Knoxville Twp
Marion,LB,2,Liberty,0.36,Marion,,1005 N.Lincoln,Knoxville,Celebrate Church,50138,3.0,63.0,MANUAL,Liberty
Marion,LP,5,Lake Prairie Township,0.8999999999999999,Marion,,712 UnionStreet,Pella,Pella Community Center,50219,3.0,63.0,MANUAL,Lake Prairie
Marion,OTLEY,6,Otley,1.08,Marion,,712 Union Street,Pella,Pella Community Center,50219,3.0,63.0,AUTO,Otley
Marion,PE1,7,Pella 1,1.26,Marion,,712 Union Street,Pella,Pella Community Center,50219,3.0,63.0,AUTO,Pella City Ward 1
Marion,PE2,7,Pella 2,1.26,Marion,,712 Union Street,Pella,Pella Community Center,50219,3.0,63.0,AUTO,Pella City Ward 2
Marion,PE3,8,Pella 3,1.44,Marion,,712 Union Street,Pella,Pella Community Center,50219,3.0,63.0,AUTO,Pella City Ward 3
Marion,PE4,6,Pella 4,1.08,Marion,,712 Union Street,Pella,Pella Community Center,50219,3.0,63.0,AUTO,Pella City Ward 4
Marion,PVLLE,12,Pleasantville,2.16,Marion,,1005 N.Lincoln,Knoxville,Celebrate Church,50138,3.0,63.0,MANUAL,Pleasantville
Marion,WS,2,Washington Township,0.36,Marion,,1005 N.Lincoln,Knoxville,Celebrate Church,50138,3.0,63.0,MANUAL,Washington
Marshall,1 BA-LS,3,BANGOR/LISCOMB,0.48,Marshall,,,,,,,,,
Marshall,10 1-2,9,MARSHALLTOWN 1-2,1.44,Marshall,,,,,,,,,
Marshall,11 2-1,12,MARSHALLTOWN 2-1,1.92,Marshall,,,,,,,,,
Marshall,12 2-2,15,MARSHALLTOWN 2-2,2.4,Marshall,,,,,,,,,
Marshall,13 3-1,14,MARSHALLTOWN 3-1,2.24,Marshall,,,,,,,,,
Marshall,14 3-2,18,MARSHALLTOWN 3-2,2.88,Marshall,,,,,,,,,
Marshall,15 4-1,13,MARSHALLTOWN 4-1,2.08,Marshall,,,,,,,,,
Marshall,16 4-2,14,MARSHALLTOWN 4-2,2.24,Marshall,,,,,,,,,
Marshall,17 SC,7,STATE CENTER,1.12,Marshall,,,,,,,,,
Marshall,18 TA,5,TAYLOR,0.8,Marshall,,,,,,,,,
Marshall,19 TC,4,TIMBER CREEK,0.64,Marshall,,,,,,,,,
Marshall,2 ED-LO,7,EDEN / LOGAN,1.12,Marshall,,,,,,,,,
Marshall,3 GC,3,GREEN CASTLE,0.48,Marshall,,,,,,,,,
Marshall,4 JF,3,JEFFERSON,0.48,Marshall,,,,,,,,,
Marshall,5 LG,6,LEGRAND,0.96,Marshall,,,,,,,,,
Marshall,6 LB-MI,2,LIBERTY / MINERVA,0.32,Marshall,,,,,,,,,
Marshall,7 MA-WA,2,MARIETTA / WASHINGTON,0.32,Marshall,,,,,,,,,
Marshall,8 MR-VI,4,MARION / VIENNA,0.64,Marshall,,,,,,,,,
Marshall,9 1-1,9,MARSHALLTOWN 1-1,1.44,Marshall,,,,,,,,,
Mills,DR,1,Deer Creek/White Cloud,0.15555555555555556,Mills,,64632 360th St,Hastings,Strahan Methodist Church,51540,5.0,65.0,AUTO,Precinct Dr
Mills,EM,2,Emerson/Hastings/Indian Creek,0.3111111111111111,Mills,,306 Manchester,Emerson,American Legion Hall,51533,5.0,65.0,AUTO,Precinct Em
Mills,GW1,5,Glenwood Ward 1,0.7777777777777778,Mills,,410 S Locust,Glenwood,Hughes Realty,51534,5.0,65.0,AUTO,Precinct Gw1
Mills,GW2,5,Glenwood Ward 2,0.7777777777777778,Mills,,410 S Locust,Glenwood,Hughes Realty,51534,5.0,65.0,AUTO,Precinct Gw2
Mills,GW3,7,Glenwood Ward 3,1.088888888888889,Mills,,410 S Locust,Glenwood,Hughes Realty,51534,5.0,65.0,AUTO,Precinct Gw3
Mills,GWR,4,Glenwood Township,0.6222222222222222,Mills,,410 S Locust,Glenwood,Hughes Realty,51534,5.0,65.0,AUTO,Precinct Gwr
Mills,HN,1,Henderson/Anderson,0.15555555555555556,Mills,,310 Maple St.,Henderson,Henderson Library,51544,5.0,65.0,AUTO,Precinct Hn
Mills,MV,8,Malvern/Tabor/Center Twp/Rawles Twp/Silver Creek,1.2444444444444445,Mills,,315 Main,Malvern,Latte Da,51551,5.0,65.0,AUTO,Precinct Mv
Mills,OK,8,Oak/St. Mary,1.2444444444444445,Mills,,53086 260th,Glenwood,Rick Foster,51534,5.0,65.0,AUTO,Precinct Ok
Mills,PJ,3,Pacific Junction/Lyons/Platville,0.4666666666666667,Mills,,410 S Locust,Glenwood,Hughes Realty,51534,5.0,65.0,AUTO,Precinct Pj
Mills,SV,1,Silver City/Ingraham,0.15555555555555556,Mills,,611 Main,Silver City,McNutt Home,51571,5.0,65.0,AUTO,Precinct Sv
Mitchell,10,5,Mitchell 10,0.375,Mitchell,,,,,,,,,
Mitchell,11,3,Mitchell 11,0.225,Mitchell,,,,,,,,,
Mitchell,12,2,Mitchell 12,0.15,Mitchell,,,,,,,,,
Mitchell,5,4,Mitchell 5,0.3,Mitchell,,,,,,,,,
Mitchell,6,8,Mitchell 6,0.6,Mitchell,,,,,,,,,
Mitchell,7,9,Mitchell 7,0.6749999999999999,Mitchell,,,,,,,,,
Mitchell,8,7,Mitchell 8,0.525,Mitchell,,,,,,,,,
